Name,Assembly,Annotation,Reads,popppunk_cluster,ST,Pathotype,Country,Continent,Isolation,Publication
esc_ca1116aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca1116aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca1116aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca1116aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca1116aa_as_1.fastq,3,968,nd,sweden,Europe,urine,broad institute
esc_ha0490aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ha0490aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha0490aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ha0490aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ha0490aa_as_1.fastq,4,95,nd,united states,North America,urine,broad institute
esc_pa0730aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_pa0730aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa0730aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_pa0730aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_pa0730aa_as_1.fastq,4,416,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_ca5432aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca5432aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca5432aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca5432aa_as_1.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca5432aa_as_2.fastq,4,421,nd,denmark,Europe,blood,broad institute
esc_sa3195aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR7221241_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7221241_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7221241_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7221241_trimmed_1.fastq.gz,4,95~,nd,united kingdom,Europe,human,public health england
11658_8#37,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_8#37.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_8#37.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_8#37_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_8#37_1.fastq.gz,4,390,expec,united kingdom,Europe,blood,kallonen2017_bsac
11679_4#21,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_4#21.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_4#21.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_4#21_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_4#21_2.fastq.gz,4,79,expec,united kingdom,Europe,blood,kallonen2017_bsac
11679_6#69,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_6#69.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_6#69.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_6#69_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_6#69_1.fastq.gz,4,1231,expec,united kingdom,Europe,blood,kallonen2017_bsac
esc_sa2276aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/assembly/SRR7187020_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/annot/SRR7187020_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR7187020_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR7187020_trimmed_2.fastq.gz,4,421~,nd,united kingdom,Europe,human,public health england
11679_4#60,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_4#60.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_4#60.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_4#60_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_4#60_2.fastq.gz,4,5360,expec,united kingdom,Europe,blood,kallonen2017_bsac
11657_6#49,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_6#49.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_6#49.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11657_6#49_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11657_6#49_1.fastq.gz,4,5425,expec,united kingdom,Europe,blood,kallonen2017_bsac
11658_5#61,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_5#61.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_5#61.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_5#61_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_5#61_1.fastq.gz,4,1531,expec,united kingdom,Europe,blood,kallonen2017_bsac
jskd00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/complete/JSKD00000000.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/annotation/JSKD00000000.fa.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR1314463_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR1314463_trimmed_2.fastq.gz,4,2619,expec,united states,North America,urine,salipante2014
jsis00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR1314506_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR1314506_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR1314506_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR1314506_trimmed_2.fastq.gz,4,5357,expec,united states,North America,urine,salipante2014
esc_ca0423aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca0423aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca0423aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca0423aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca0423aa_as_1.fastq,4,5407,nd,sweden,Europe,urine,broad institute
jsgv00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/complete/JSGV00000000.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/annotation/JSGV00000000.fa.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR1314566_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR1314566_trimmed_2.fastq.gz,4,5422,expec,united states,North America,urine,salipante2014
11657_5#37,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#37.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#37.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11657_5#37_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11657_5#37_1.fastq.gz,4,5461,expec,united kingdom,Europe,blood,kallonen2017_bsac
11658_4#15,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#15.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#15.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_4#15_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_4#15_1.fastq.gz,4,5484,expec,united kingdom,Europe,blood,kallonen2017_bsac
11679_5#83,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#83.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#83.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_5#83_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_5#83_2.fastq.gz,4,5526,expec,united kingdom,Europe,blood,kallonen2017_bsac
jsho00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/complete/JSHO00000000.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/annotation/JSHO00000000.fa.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR1314542_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR1314542_trimmed_2.fastq.gz,4,5646,expec,united states,North America,urine,salipante2014
11657_7#86,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_7#86.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_7#86.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11657_7#86_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11657_7#86_1.fastq.gz,4,5661,expec,united kingdom,Europe,blood,kallonen2017_bsac
esc_ga8850aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR3574288_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR3574288_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR3574288_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR3574288_trimmed_1.fastq.gz,5,17,nd,united kingdom,Europe,human,public health england
esc_oa1379aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_oa1379aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_oa1379aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_oa1379aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_oa1379aa_as_1.fastq,5,1967,nd,united states,North America,human,centers for disease control and prevention enteric diseases laboratory branch
srs3532540,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7505871_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7505871_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7505871_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7505871_trimmed_2.fastq.gz,5,386,nd,united kingdom,Europe,nd,phe
esc_sa5844aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7286444_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7286444_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7286444_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7286444_trimmed_1.fastq.gz,5,17~,nd,united kingdom,Europe,human,public health england
esc_sa7058aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7407925_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7407925_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7407925_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7407925_trimmed_2.fastq.gz,5,386~,nd,united kingdom,Europe,human,public health england
esc_ha4003aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ha4003aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha4003aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ha4003aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ha4003aa_as_1.fastq,5,1786,nd,united states,North America,feces,edlb-cdc
esc_sa5846aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7286448_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7286448_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7286448_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7286448_trimmed_2.fastq.gz,5,3~,nd,united kingdom,Europe,human,public health england
srs1805414,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/exist/assembly/SRR5030820_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/exist/annot/SRR5030820_trimmed.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/exist/reads/SRR5030820_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/exist/reads/SRR5030820_trimmed_1.fastq.gz,5,376,nd,united kingdom,Europe,nd,phe
esc_ha0173aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ha0173aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha0173aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ha0173aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ha0173aa_as_1.fastq,5,6346,nd,united states,North America,human,centers for disease control and prevention enteric diseases laboratory branch
esc_la1924aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_la1924aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_la1924aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_la1924aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_la1924aa_as_1.fastq,5,7216,nd,united states,North America,human,centers for disease control and prevention enteric diseases laboratory branch
esc_sa3758aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/assembly/SRR7236443_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/annot/SRR7236443_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR7236443_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR7236443_trimmed_2.fastq.gz,5,8293,nd,united kingdom,Europe,human,public health england
srs3777422,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/assembly/SRR7833098_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/annot/SRR7833098_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR7833098_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR7833098_trimmed_2.fastq.gz,5,17,nd,united kingdom,Europe,nd,phe
esc_ga8921aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR3581344_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR3581344_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR3581344_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR3581344_trimmed_1.fastq.gz,5,386,nd,united kingdom,Europe,human,public health england
esc_ia0828aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ia0828aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ia0828aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ia0828aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ia0828aa_as_1.fastq,5,1967,nd,united states,North America,human,centers for disease control and prevention enteric diseases laboratory branch
esc_ga9004aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3581457_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR3581457_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR3581457_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR3581457_trimmed_1.fastq.gz,5,386,nd,united kingdom,Europe,human,public health england
